model,dataset,passage,question,answer
llama3:8b,qg_squad,"Notre Dame rose to national prominence in the early 1900s for its Fighting Irish football team, espe",What is often regarded as the most famous and recognizable collegiate fight song?,the Notre Dame Victory March
llama3:8b,qg_squad,"The United Kingdom's constitution, being uncodified and largely unwritten, makes no mention of a pri",Is the UK's constitution codified?,uncodified
llama3:8b,qg_squad,"The United Kingdom's constitution, being uncodified and largely unwritten, makes no mention of a pri",When did the concept of a prime minister first appear in official state documents?,the first decade of the twentieth century
llama3:8b,qg_squad,"The United Kingdom's constitution, being uncodified and largely unwritten, makes no mention of a pri",Why does the prime minister sit in the cabinet?,"by virtue of occupying another office, either First Lord of the Treasury or Chancellor of the Exchequer"
llama3:8b,qg_squad,"The United Kingdom's constitution, being uncodified and largely unwritten, makes no mention of a pri",Who was the last Chancellor of the Exchequer to also hold the position of Prime Minister?,Balfour (in 1905)
llama3:8b,qg_squad,"The United Kingdom's constitution, being uncodified and largely unwritten, makes no mention of a pri",How is the existence of a prime minister often described?,not to exist
llama3:8b,qg_squad,"Toxocara canis (dog roundworm) eggs in dog feces can cause toxocariasis. In the United States, about",How many Toxocara infection cases are reported in humans each year in the United States?,"About 10,000"
llama3:8b,qg_squad,"Toxocara canis (dog roundworm) eggs in dog feces can cause toxocariasis. In the United States, about",What percentage of the U.S. population is infected with Toxocara?,Almost 14%
llama3:8b,qg_squad,"Toxocara canis (dog roundworm) eggs in dog feces can cause toxocariasis. In the United States, about",What percentage of soil samples taken from public parks in Great Britain contained T. canis eggs?,24%
llama3:8b,qg_squad,"Toxocara canis (dog roundworm) eggs in dog feces can cause toxocariasis. In the United States, about",What are the untreated toxocariasis complications that cause retinal damage and decreased vision?,Toxocariasis
llama3:8b,qg_squad,"Toxocara canis (dog roundworm) eggs in dog feces can cause toxocariasis. In the United States, about",What is another type of parasite found in dog feces that can cause cutaneous larva migrans in humans?,Hookworms
llama3:8b,qg_squad,"In the United States, heating, ventilation and air conditioning (HVAC) systems account for 30% (4.65",What percentage of energy is used by HVAC systems in commercial buildings?,30%
llama3:8b,qg_squad,"In the United States, heating, ventilation and air conditioning (HVAC) systems account for 30% (4.65",What is the amount of energy used by HVAC systems per year in commercial buildings?,4.65 EJ/yr
llama3:8b,qg_squad,"In the United States, heating, ventilation and air conditioning (HVAC) systems account for 30% (4.65",What percentage of energy is used by HVAC systems in residential buildings?,50%
llama3:8b,qg_squad,"In the United States, heating, ventilation and air conditioning (HVAC) systems account for 30% (4.65",What is the amount of energy used by HVAC systems per year in residential buildings?,10.1 EJ/yr
llama3:8b,qg_squad,"In the United States, heating, ventilation and air conditioning (HVAC) systems account for 30% (4.65",What technologies can be used to offset a portion of energy?,"Solar heating, cooling and ventilation technologies"
llama3:8b,qg_squad,"The marine life found here consists of anemones, urchins, sea cucumbers, and eels, which all live on",What types of marine life are found on the reefs?,"Anemones, urchins, sea cucumbers, eels, turtles, conch and many varieties of marine fishes"
llama3:8b,qg_squad,"The marine life found here consists of anemones, urchins, sea cucumbers, and eels, which all live on",What is unique about the conch shells?,Pearly-pink
llama3:8b,qg_squad,"The marine life found here consists of anemones, urchins, sea cucumbers, and eels, which all live on",What species of fish are found close to the shore line in shallow waters?,"Sergeant majors, blue chromis, brown chromis, surgeon fish, blue tangs and trumpet fish"
llama3:8b,qg_squad,"The marine life found here consists of anemones, urchins, sea cucumbers, and eels, which all live on",What type of crabs live on the beach in small burrowed tunnels made in sand?,Ghost crabs
llama3:8b,qg_squad,"The marine life found here consists of anemones, urchins, sea cucumbers, and eels, which all live on",What do hermit crabs eat during certain seasons?,Garbage and sewerage
llama3:8b,qg_squad,"The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held alof",When was the torch lit at AT&T Park?,1:17 pm PDT (20:17 UTC)
llama3:8b,qg_squad,"The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held alof",Where did the first runner in the relay disappear?,A warehouse on a waterfront pier
llama3:8b,qg_squad,"The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held alof",Why were two torchbearers ejected from the relay?,Displaying Tibetan flags in protest
llama3:8b,qg_squad,"The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held alof",What was the location of the final stretch through San Francisco?,Marina district
llama3:8b,qg_squad,"The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held alof",Who said the San Francisco relay had 'fortunately' avoided disruptions?,International Olympic Committee President Jacques Rogge
llama3:8b,qg_squad,"Despite the calamity and huge death toll, Lisbon suffered no epidemics and within less than one year",How long did it take for Lisbon to be rebuilt?,Less than one year
llama3:8b,qg_squad,"Despite the calamity and huge death toll, Lisbon suffered no epidemics and within less than one year",What was designed to resist subsequent earthquakes in Lisbon's new city centre?,The buildings and big squares
llama3:8b,qg_squad,"Despite the calamity and huge death toll, Lisbon suffered no epidemics and within less than one year",Why were architectural models tested for earthquakes in Lisbon?,To simulate the effects of an earthquake by marching troops around the models
llama3:8b,qg_squad,"Despite the calamity and huge death toll, Lisbon suffered no epidemics and within less than one year",What was sent to every parish in the country as part of a seismology inquiry?,An inquiry designed by Sebastião de Melo
llama3:8b,qg_squad,"Despite the calamity and huge death toll, Lisbon suffered no epidemics and within less than one year",Did Lisbon suffer any epidemics after the calamity and huge death toll?,No
llama3:8b,qg_squad,Medical detection dogs are capable of detecting diseases by sniffing a person directly or samples of,How many odour receptors are in a dog's nose?,300 million
llama3:8b,qg_squad,Medical detection dogs are capable of detecting diseases by sniffing a person directly or samples of,"What is the percentage accuracy of Daisy, a cancer detection dog?",93 percent
llama3:8b,qg_squad,Medical detection dogs are capable of detecting diseases by sniffing a person directly or samples of,How long does it take to train a cancer dog?,6 months
llama3:8b,qg_squad,Medical detection dogs are capable of detecting diseases by sniffing a person directly or samples of,What is the relative size of a dog's olfactory cortex compared to its total brain size?,40 times larger
llama3:8b,qg_squad,Medical detection dogs are capable of detecting diseases by sniffing a person directly or samples of,How many diseases can each medical detection dog detect?,Single disease
llama3:8b,qg_squad,"By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and w",What is required for registration with the SCRA?,"A charter, a list of 10 or more members, and evidence of local government approval"
llama3:8b,qg_squad,"By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and w",Can religious groups gather publicly for prayer without a physical structure?,No
llama3:8b,qg_squad,"By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and w",What are the consequences of failure to register with the SCRA?,Large fines and closure of place of worship
llama3:8b,qg_squad,"By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and w",Are people under the age of 18 allowed to participate in public religious practice?,No
llama3:8b,qg_squad,"By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and w",What is sometimes difficult to obtain for registration on the local level?,Registration
llama3:8b,qg_squad,"Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic ",What was the starting point of the torch relay leg in Buenos Aires?,Lola Mora amphitheatre
llama3:8b,qg_squad,"Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic ",Who gave the torch to the first torchbearer?,Mayor Mauricio Macri
llama3:8b,qg_squad,"Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic ",Where did the leg finish?,Buenos Aires Riding Club in Palermo district
llama3:8b,qg_squad,"Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic ",How long was the route of the torch relay leg?,13.8 km
llama3:8b,qg_squad,"Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic ",Who was the last torchbearer?,Gabriela Sabatini
