model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_amazon,"For anyone who prepares ground beef, sausage, even mashing potatoes, this is a great tool First saw ",Where should you keep it in the dishwasher?,top rack away from heat
llama3:8b,qg_squadshifts_amazon,"For anyone who prepares ground beef, sausage, even mashing potatoes, this is a great tool First saw ",Is leaving it in a hot pot or pan recommended?,no
llama3:8b,qg_squadshifts_amazon,"I am by no means a grilling expert, so I'll keep this short and sweet.Does it work, yes. It tells th",Does the thermometer work?,yes
llama3:8b,qg_squadshifts_amazon,"I am by no means a grilling expert, so I'll keep this short and sweet.Does it work, yes. It tells th",What is one feature of the thermometer?,It tells the temperature of any piece of meat I have on the grill.
llama3:8b,qg_squadshifts_amazon,"I am by no means a grilling expert, so I'll keep this short and sweet.Does it work, yes. It tells th",What comes with the thermometer?,A handy sleeve with a guide to how hot meat should be cooked
llama3:8b,qg_squadshifts_amazon,"I am by no means a grilling expert, so I'll keep this short and sweet.Does it work, yes. It tells th","How long does it take to measure the temperature, according to the manufacturer?",5 to 8 seconds
llama3:8b,qg_squadshifts_amazon,"I am by no means a grilling expert, so I'll keep this short and sweet.Does it work, yes. It tells th",What is the maximum temperature at which the thermometer was used,400+ degrees
llama3:8b,qg_squadshifts_amazon,This thing is very annoying if you're used to the larger Keurig machines. You can only make one cup ,Can you make multiple cups at once with this Keurig?,No
llama3:8b,qg_squadshifts_amazon,This thing is very annoying if you're used to the larger Keurig machines. You can only make one cup ,How many ounces can this Keurig brew at one time?,10 ounces
llama3:8b,qg_squadshifts_amazon,This thing is very annoying if you're used to the larger Keurig machines. You can only make one cup ,Do you have to wait for the water to heat up each time?,Yes
llama3:8b,qg_squadshifts_amazon,This thing is very annoying if you're used to the larger Keurig machines. You can only make one cup ,Can you change the temperature of the water with this Keurig?,"No (according to the author, not stated in the passage)"
llama3:8b,qg_squadshifts_amazon,This thing is very annoying if you're used to the larger Keurig machines. You can only make one cup ,Is it recommended to use a larger version of these machines?,Yes
