model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_nyt,Nine of the Turkish citizens arrested in Shanghai had come to China to hand over their passports to ,What was the payment made to Turkish citizens for a passport?,"$2,000"
llama3:8b,qg_squadshifts_nyt,Nine of the Turkish citizens arrested in Shanghai had come to China to hand over their passports to ,What was the cost paid by Uighurs for a passport?,"$9,700 (or 60,000 renminbi)"
llama3:8b,qg_squadshifts_nyt,Nine of the Turkish citizens arrested in Shanghai had come to China to hand over their passports to ,Why were the Uighurs trying to leave China,From Shanghai Pudong International Airport
llama3:8b,qg_squadshifts_nyt,Nine of the Turkish citizens arrested in Shanghai had come to China to hand over their passports to ,Who were the two main traffickers identified in the report?,Lamazan and Dawuti
llama3:8b,qg_squadshifts_nyt,"Though not eligible for the program, Jared Brenner, 25, a recent Brooklyn Law School graduate with a",What was Jared Brenner's profession before leaving Brooklyn Law School?,Recent Brooklyn Law School graduate with a job offer
llama3:8b,qg_squadshifts_nyt,"Though not eligible for the program, Jared Brenner, 25, a recent Brooklyn Law School graduate with a",How old was Jared Brenner when he graduated from Brooklyn Law School?,25
llama3:8b,qg_squadshifts_nyt,"Though not eligible for the program, Jared Brenner, 25, a recent Brooklyn Law School graduate with a",What type of work did Jared Brenner have a job offer for?,Transactional work for start-up companies
llama3:8b,qg_squadshifts_nyt,"Though not eligible for the program, Jared Brenner, 25, a recent Brooklyn Law School graduate with a",How long is the two-year program at Brooklyn Law School that Brian Hoffman and Ms. Friedman are part of?,Two years
llama3:8b,qg_squadshifts_nyt,"Though not eligible for the program, Jared Brenner, 25, a recent Brooklyn Law School graduate with a","What does Brooklyn Law School's tuition-reimbursement program provide reassurance for, according to Brian Hoffman?",Not having to bank on it
llama3:8b,qg_squadshifts_nyt,"The potential cost was enough to raise questions from Assemblywoman Deborah J. Glick, the chairwoman",Who chairs the Higher Education Committee?,Assemblywoman Deborah J. Glick
llama3:8b,qg_squadshifts_nyt,"The potential cost was enough to raise questions from Assemblywoman Deborah J. Glick, the chairwoman",What is Assemblywoman Deborah J. Glick’s party affiliation?,A Democrat
llama3:8b,qg_squadshifts_nyt,"The potential cost was enough to raise questions from Assemblywoman Deborah J. Glick, the chairwoman",Does Ms. Glick think it's typical for universities to change the president's residence?,"Yes, she doesn't think it's atypical"
llama3:8b,qg_squadshifts_nyt,"The potential cost was enough to raise questions from Assemblywoman Deborah J. Glick, the chairwoman",What is the concern about the cost of changing the president's residence?,It seems high and unseemly to the average person
llama3:8b,qg_squadshifts_nyt,"The potential cost was enough to raise questions from Assemblywoman Deborah J. Glick, the chairwoman",Who are affected by the high tuition figure mentioned in the passage?,People paying their kids' tuition
llama3:8b,qg_squadshifts_nyt,Would it be absolutely cynical to say the Senate responded to what appears to be a terrorist mass sh,What does the author suggest doing regarding gun sales and terrorism?,Declining to ban the sale of guns
llama3:8b,qg_squadshifts_nyt,Would it be absolutely cynical to say the Senate responded to what appears to be a terrorist mass sh,Is the Senate's response considered cynical?,Yes
llama3:8b,qg_squadshifts_nyt,Would it be absolutely cynical to say the Senate responded to what appears to be a terrorist mass sh,Why is the Senate's response cynical?,Because it follows a terrorist mass shooting
llama3:8b,qg_squadshifts_nyt,Would it be absolutely cynical to say the Senate responded to what appears to be a terrorist mass sh,What appears to have happened according to the author?,A terrorist mass shooting
llama3:8b,qg_squadshifts_nyt,Would it be absolutely cynical to say the Senate responded to what appears to be a terrorist mass sh,Is the author okay with calling the Senate's response cynical?,Yes
llama3:8b,qg_squadshifts_nyt,"“She said it was growling and stuff like that, but maybe they do that all the time, walk around and ",Who was summoned to Terminal C?,A wildlife officer and a Port Authority police officer
llama3:8b,qg_squadshifts_nyt,"“She said it was growling and stuff like that, but maybe they do that all the time, walk around and ","Why was a new, uncompromised cage procured from the Bronx Zoo?",To add another level of security for Kasper's safety
llama3:8b,qg_squadshifts_nyt,"“She said it was growling and stuff like that, but maybe they do that all the time, walk around and ",What happened when Kasper refused to walk into the new cage?,"A shot of ketamine, a tranquilizer, was administered by the veterinarian"
llama3:8b,qg_squadshifts_nyt,"“She said it was growling and stuff like that, but maybe they do that all the time, walk around and ",Where did Kasper resume his journey after an overnight stay?,Terminal C
llama3:8b,qg_squadshifts_nyt,"“She said it was growling and stuff like that, but maybe they do that all the time, walk around and ",Why couldn't Kristiansand Zoo in Norway be reached on Wednesday evening?,Because it was closed
llama3:8b,qg_squadshifts_nyt,"Mr. Milne had asked lawmakers to vote according to their districts’ choices in November, not the sta",What was Mr. Milne's request to lawmakers?,Vote according to their districts' choices
llama3:8b,qg_squadshifts_nyt,"Mr. Milne had asked lawmakers to vote according to their districts’ choices in November, not the sta",What would have been the outcome if every legislator had voted as requested?,A 90-90 tie
llama3:8b,qg_squadshifts_nyt,"Mr. Milne had asked lawmakers to vote according to their districts’ choices in November, not the sta",Who did not vote on Thursday?,One person
llama3:8b,qg_squadshifts_nyt,"Mr. Milne had asked lawmakers to vote according to their districts’ choices in November, not the sta",How many members ended up voting against their constituents?,At least 20
llama3:8b,qg_squadshifts_nyt,"Mr. Milne had asked lawmakers to vote according to their districts’ choices in November, not the sta",What did The Burlington Free Press report?,The outcome would have been a 90-90 tie
llama3:8b,qg_squadshifts_nyt,"In the Sheriff’s Department, she became the youngest captain in 1983, and, in 1997, was promoted to ",When was she promoted to chief deputy?,1997
llama3:8b,qg_squadshifts_nyt,"In the Sheriff’s Department, she became the youngest captain in 1983, and, in 1997, was promoted to ",What position did Mayor Gavin Newsom appoint her to in 2008?,Director of the San Francisco Department of Emergency Management
llama3:8b,qg_squadshifts_nyt,"In the Sheriff’s Department, she became the youngest captain in 1983, and, in 1997, was promoted to ",Why was Mr. Mirkarimi suspended?,After a domestic dispute with his wife
llama3:8b,qg_squadshifts_nyt,"In the Sheriff’s Department, she became the youngest captain in 1983, and, in 1997, was promoted to ",What policy did Mr. Mirkarimi announce this summer?,Allowing transgender prisoners to be housed in jail according to the gender with which they identify
llama3:8b,qg_squadshifts_nyt,"In the Sheriff’s Department, she became the youngest captain in 1983, and, in 1997, was promoted to ",When was she appointed interim sheriff?,2012
llama3:8b,qg_squadshifts_nyt,"In 2009, the Mayo Clinic recognized Dr. Schatz with a Distinguished Alumni Award. A nominating lette",When was Dr. Schatz born?,"Oct. 16, 1931"
llama3:8b,qg_squadshifts_nyt,"In 2009, the Mayo Clinic recognized Dr. Schatz with a Distinguished Alumni Award. A nominating lette",Where did Dr. Schatz's parents run a restaurant?,Winnipeg
llama3:8b,qg_squadshifts_nyt,"In 2009, the Mayo Clinic recognized Dr. Schatz with a Distinguished Alumni Award. A nominating lette",What is the name of Dr. Schatz's wife?,Barbara Jane Binder
llama3:8b,qg_squadshifts_nyt,"In 2009, the Mayo Clinic recognized Dr. Schatz with a Distinguished Alumni Award. A nominating lette",Who is one of Dr. Schatz's sons and a United States senator?,Brian
llama3:8b,qg_squadshifts_nyt,"In 2009, the Mayo Clinic recognized Dr. Schatz with a Distinguished Alumni Award. A nominating lette",In what year did the Mayo Clinic recognize Dr. Schatz with an award?,2009
llama3:8b,qg_squadshifts_nyt,Ms. Sabbagh was walking in a small group of fellow party members on Saturday with a wreath of flower,What was Ms. Sabbagh holding when she walked in Tahrir Square?,A wreath of flowers
llama3:8b,qg_squadshifts_nyt,Ms. Sabbagh was walking in a small group of fellow party members on Saturday with a wreath of flower,Why did police officers fire bullets and gas at the protesters?,To disperse the marchers
llama3:8b,qg_squadshifts_nyt,Ms. Sabbagh was walking in a small group of fellow party members on Saturday with a wreath of flower,What type of injuries did Ms. Sabbagh sustain?,Birdshot pierced her lung and heart
llama3:8b,qg_squadshifts_nyt,Ms. Sabbagh was walking in a small group of fellow party members on Saturday with a wreath of flower,How many people died in clashes with police on the anniversary last year?,More than 50
llama3:8b,qg_squadshifts_nyt,Ms. Sabbagh was walking in a small group of fellow party members on Saturday with a wreath of flower,What is the de facto police policy towards unauthorized public assembly?,Swift use of firearms
llama3:8b,qg_squadshifts_nyt,"Dr. García, 68, had immigrated to Miami at age 14 as part of Operation Pedro Pan, during which 14,00",What is Dr. García's age?,68
llama3:8b,qg_squadshifts_nyt,"Dr. García, 68, had immigrated to Miami at age 14 as part of Operation Pedro Pan, during which 14,00",How many unaccompanied minors were flown to the United States from Cuba as part of Operation Pedro Pan?,"14,000"
llama3:8b,qg_squadshifts_nyt,"Dr. García, 68, had immigrated to Miami at age 14 as part of Operation Pedro Pan, during which 14,00",What does Dr. García teach at Columbia?,multiplatform design and storytelling
llama3:8b,qg_squadshifts_nyt,"Dr. García, 68, had immigrated to Miami at age 14 as part of Operation Pedro Pan, during which 14,00",What is the 'media quintet' that includes,journalism delivered via smartwatch
llama3:8b,qg_squadshifts_nyt,"Dr. García, 68, had immigrated to Miami at age 14 as part of Operation Pedro Pan, during which 14,00",What was Dr. García's budget for buying a one-bedroom apartment?,"the high $600,000s"
