model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_new_wiki,The Republican House and Senate caucuses have separate fundraising and strategy committees. The Nati,How much do House and Senate fundraising committees raise per election cycle?,over $100 million
llama3:8b,qg_squadshifts_new_wiki,The Republican House and Senate caucuses have separate fundraising and strategy committees. The Nati,What is the role of the National Republican Congressional Committee (NRCC)?,assists in House races
llama3:8b,qg_squadshifts_new_wiki,The Republican House and Senate caucuses have separate fundraising and strategy committees. The Nati,What does the Republican Governors Association (RGA) assist with?,state gubernatorial races
llama3:8b,qg_squadshifts_new_wiki,The Republican House and Senate caucuses have separate fundraising and strategy committees. The Nati,Who chairs the Republican Governors Association (RGA) in 2014?,Governor Chris Christie of New Jersey
llama3:8b,qg_squadshifts_new_wiki,The Republican House and Senate caucuses have separate fundraising and strategy committees. The Nati,What do House and Senate caucuses have separately?,fundraising and strategy committees
llama3:8b,qg_squadshifts_new_wiki,Tin(II) fluoride is added to some dental care products as stannous fluoride (SnF2). Tin(II) fluoride,What is Tin(II) fluoride added as in some dental care products?,stannous fluoride (SnF2)
llama3:8b,qg_squadshifts_new_wiki,Tin(II) fluoride is added to some dental care products as stannous fluoride (SnF2). Tin(II) fluoride,Can Tin(II) fluoride be mixed with what type of abrasive?,calcium abrasives
llama3:8b,qg_squadshifts_new_wiki,Tin(II) fluoride is added to some dental care products as stannous fluoride (SnF2). Tin(II) fluoride,Is Tin(II) fluoride more effective than sodium fluoride in controlling gingivitis?,yes
llama3:8b,qg_squadshifts_new_wiki,Snow crystals form when tiny supercooled cloud droplets (about 10 μm in diameter) freeze. Once a dro,What is the typical diameter of supercooled cloud droplets?,about 10 μm
llama3:8b,qg_squadshifts_new_wiki,Snow crystals form when tiny supercooled cloud droplets (about 10 μm in diameter) freeze. Once a dro,How do ice crystals grow in supersaturated environments?,at the expense of water droplets
llama3:8b,qg_squadshifts_new_wiki,Snow crystals form when tiny supercooled cloud droplets (about 10 μm in diameter) freeze. Once a dro,What is the process by which ice crystals grow and water droplets evaporate?,the Wegener–Bergeron–Findeisen process
llama3:8b,qg_squadshifts_new_wiki,Snow crystals form when tiny supercooled cloud droplets (about 10 μm in diameter) freeze. Once a dro,Why do large ice crystals fall through the atmosphere?,due to their mass
llama3:8b,qg_squadshifts_new_wiki,Snow crystals form when tiny supercooled cloud droplets (about 10 μm in diameter) freeze. Once a dro,What is the size of the world's largest snowflakes according to Guinness World Records?,38 cm (15 inches) wide
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Did Puritan settler wives work in fields with their husbands?,No
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",How did German communities in Pennsylvania treat women's work?,Many women worked in fields and stables
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Were women granted control over property by German and Dutch immigrants?,Yes
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",What was the difference between English colonial wives' and German/Dutch wives' ownership of clothes?,German/Dutch wives owned their own clothes
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Could German/Dutch wives write wills disposing of property brought into marriage?,Yes
llama3:8b,qg_squadshifts_new_wiki,"The ice cover is the main habitat for two large mammals, the grey seal (Halichoerus grypus) and the ",What are the two large mammals that inhabit the main habitat?,"grey seal, Baltic ringed seal"
llama3:8b,qg_squadshifts_new_wiki,"The ice cover is the main habitat for two large mammals, the grey seal (Halichoerus grypus) and the ",Which of these seals suffers when there is not adequate ice in the Baltic Sea?,Baltic ringed seal
llama3:8b,qg_squadshifts_new_wiki,"The ice cover is the main habitat for two large mammals, the grey seal (Halichoerus grypus) and the ",What is unique about how the grey seal reproduces?,it can reproduce also with no ice in the sea
llama3:8b,qg_squadshifts_new_wiki,"The ice cover is the main habitat for two large mammals, the grey seal (Halichoerus grypus) and the ",What lives inside unfrozen brine pockets in the ice?,several species of algae
llama3:8b,qg_squadshifts_new_wiki,"The ice cover is the main habitat for two large mammals, the grey seal (Halichoerus grypus) and the ",What do both grey seal and Baltic ringed seal feed on underneath?,ice
llama3:8b,qg_squadshifts_new_wiki,"The Andes are a Mesozoic–Tertiary orogenic belt of mountains along the Pacific Ring of Fire, a zone ",What is the Andes mountain range caused by?,Plate tectonics processes
llama3:8b,qg_squadshifts_new_wiki,"The Andes are a Mesozoic–Tertiary orogenic belt of mountains along the Pacific Ring of Fire, a zone ",What is the main cause of the rise of the Andes?,Compression of the western rim of the South American Plate
llama3:8b,qg_squadshifts_new_wiki,"The Andes are a Mesozoic–Tertiary orogenic belt of mountains along the Pacific Ring of Fire, a zone ",What separates the Andes from ancient cratons in eastern South America?,"Sedimentary basins such as Orinoco, Amazon Basin, Madre de Dios and Gran Chaco"
llama3:8b,qg_squadshifts_new_wiki,"The Andes are a Mesozoic–Tertiary orogenic belt of mountains along the Pacific Ring of Fire, a zone ",Where does the Andes mountain range end to the west?,Pacific Ocean
llama3:8b,qg_squadshifts_new_wiki,"The Andes are a Mesozoic–Tertiary orogenic belt of mountains along the Pacific Ring of Fire, a zone ",What is found in large quantities within the Andes Mountains?,Iron ore
llama3:8b,qg_squadshifts_new_wiki,Statins are effective in preventing further cardiovascular disease in people with a history of cardi,Are statins effective in preventing further cardiovascular disease?,Yes
llama3:8b,qg_squadshifts_new_wiki,Statins are effective in preventing further cardiovascular disease in people with a history of cardi,Is the event rate higher in men than in women with a history of cardiovascular disease?,Yes
llama3:8b,qg_squadshifts_new_wiki,Statins are effective in preventing further cardiovascular disease in people with a history of cardi,Do statins appear to be beneficial for those without cardiovascular disease but risk factors?,Yes
llama3:8b,qg_squadshifts_new_wiki,Statins are effective in preventing further cardiovascular disease in people with a history of cardi,What is the recommended guideline for using statins in terms of risk percentage?,12%
llama3:8b,qg_squadshifts_new_wiki,Statins are effective in preventing further cardiovascular disease in people with a history of cardi,What time period does the United States guideline use to calculate cardiovascular disease risk?,Ten years
llama3:8b,qg_squadshifts_new_wiki,"Many experts advocate infrastructure investment, such as building roads and bridges and upgrading th",What do many experts advocate?,infrastructure investment
llama3:8b,qg_squadshifts_new_wiki,"Many experts advocate infrastructure investment, such as building roads and bridges and upgrading th",What kind of jobs have historically been created or sustained through infrastructure investments?,millions
llama3:8b,qg_squadshifts_new_wiki,"Many experts advocate infrastructure investment, such as building roads and bridges and upgrading th",How many fewer employed housing construction workers were there in the wake of the 2008-2009 recession?,over 2 million
llama3:8b,qg_squadshifts_new_wiki,"Many experts advocate infrastructure investment, such as building roads and bridges and upgrading th",What was the grade given to U.S. infrastructure by the American Society of Civil Engineers for 2013?,D+
llama3:8b,qg_squadshifts_new_wiki,"Many experts advocate infrastructure investment, such as building roads and bridges and upgrading th",How much investment is estimated to be needed in the U.S. infrastructure by 2020?,$3.6 trillion
llama3:8b,qg_squadshifts_new_wiki,Those studying the goals and processes of implementing decentralization often use a systems theory a,What approach do those studying decentralization goals often use?,Systems theory
llama3:8b,qg_squadshifts_new_wiki,Those studying the goals and processes of implementing decentralization often use a systems theory a,"What does a whole systems perspective include, according to the UN report?","Levels, spheres, sectors and functions"
llama3:8b,qg_squadshifts_new_wiki,Those studying the goals and processes of implementing decentralization often use a systems theory a,"Where are holistic definitions of development goals most likely to emerge, according to the report?",The community level
llama3:8b,qg_squadshifts_new_wiki,Those studying the goals and processes of implementing decentralization often use a systems theory a,"What is critical for achieving wholeness in a decentralized system, according to the report?",Multi-level frameworks and continuous processes
llama3:8b,qg_squadshifts_new_wiki,Those studying the goals and processes of implementing decentralization often use a systems theory a,"Why is the community level seen as an entry point for decentralization efforts, according to the report?",Where it is most practical to support people themselves
llama3:8b,qg_squadshifts_new_wiki,"The southwestern border of Connecticut, where it abuts New York State, is marked by a panhandle in F",What towns are located in the panhandle of Fairfield County?,"Greenwich, Stamford, New Canaan, Darien, and parts of Norwalk and Wilton"
llama3:8b,qg_squadshifts_new_wiki,"The southwestern border of Connecticut, where it abuts New York State, is marked by a panhandle in F",Why is there an irregularity in the Connecticut-New York border?,Territorial disputes in the late 17th century
llama3:8b,qg_squadshifts_new_wiki,"The southwestern border of Connecticut, where it abuts New York State, is marked by a panhandle in F",What area did New York give up to Connecticut?,An equivalent area extending northwards from Ridgefield to the Massachusetts border
llama3:8b,qg_squadshifts_new_wiki,"The southwestern border of Connecticut, where it abuts New York State, is marked by a panhandle in F",What is the undisputed claim of New York that it received from Connecticut?,"Rye, New York"
llama3:8b,qg_squadshifts_new_wiki,"The southwestern border of Connecticut, where it abuts New York State, is marked by a panhandle in F",In what century did territorial disputes occur in Connecticut and New York?,17th century
llama3:8b,qg_squadshifts_new_wiki,"As the genre became generally more polished and sophisticated technically, it began to expand its re",When did drum and bass gain widespread acceptance?,circa 1995–1997
llama3:8b,qg_squadshifts_new_wiki,"As the genre became generally more polished and sophisticated technically, it began to expand its re",What subgenres emerged in the mid-1990s?,jump-up and Hardstep
llama3:8b,qg_squadshifts_new_wiki,"As the genre became generally more polished and sophisticated technically, it began to expand its re",What style of drum and bass gained mainstream appeal?,a lighter and often jazz-influenced style
llama3:8b,qg_squadshifts_new_wiki,"As the genre became generally more polished and sophisticated technically, it began to expand its re",When did techstep emerge?,circa 1996–1997
llama3:8b,qg_squadshifts_new_wiki,"As the genre became generally more polished and sophisticated technically, it began to expand its re",What influences did techstep draw from?,"techno music, science fiction and anime films"
llama3:8b,qg_squadshifts_new_wiki,"Postmodern music is either music of the postmodern era, or music that follows aesthetic and philosop",What is postmodern music?,"music of the postmodern era, or music that follows aesthetic and philosophical trends of postmodernism"
llama3:8b,qg_squadshifts_new_wiki,"Postmodern music is either music of the postmodern era, or music that follows aesthetic and philosop",How does postmodern music relate to modernist music?,postmodern music is mostly defined in opposition to modernist music
llama3:8b,qg_squadshifts_new_wiki,"Postmodern music is either music of the postmodern era, or music that follows aesthetic and philosop","What is the idea behind musical postmodernism, according to Jonathan Kramer?",an attitude
llama3:8b,qg_squadshifts_new_wiki,"Postmodern music is either music of the postmodern era, or music that follows aesthetic and philosop",What does Jonathan Kramer propose postmodernism (including musical postmodernism) to be?,an attitude
llama3:8b,qg_squadshifts_new_wiki,"Postmodern music is either music of the postmodern era, or music that follows aesthetic and philosop","Who do the ideas of postmodern music follow, according to Jonathan Kramer?",Umberto Eco and Jean-François Lyotard
llama3:8b,qg_squadshifts_new_wiki,"Morality (from the Latin moralitas ""manner, character, proper behavior"") is the differentiation of i",What is morality?,"Differentiation of intentions, decisions, and actions between proper and improper"
llama3:8b,qg_squadshifts_new_wiki,"Morality (from the Latin moralitas ""manner, character, proper behavior"") is the differentiation of i",What does 'moralitas' mean in Latin?,"Manner, character, or proper behavior"
llama3:8b,qg_squadshifts_new_wiki,"Morality (from the Latin moralitas ""manner, character, proper behavior"") is the differentiation of i","Can morality derive from a particular philosophy, religion, or culture?",Yes
llama3:8b,qg_squadshifts_new_wiki,"Morality (from the Latin moralitas ""manner, character, proper behavior"") is the differentiation of i",Is morality synonymous with 'goodness' or 'rightness'?,Yes
llama3:8b,qg_squadshifts_new_wiki,"Morality (from the Latin moralitas ""manner, character, proper behavior"") is the differentiation of i",What is the body of standards or principles that can derive from a code of conduct?,Morality
llama3:8b,qg_squadshifts_new_wiki,Early mouthpieces were designed to produce a warm and round sound for classical playing. Among class,What was the original design of Adolphe Sax's mouthpieces?,Warm and round sound
llama3:8b,qg_squadshifts_new_wiki,Early mouthpieces were designed to produce a warm and round sound for classical playing. Among class,What type of chamber provides a softer tone favored by some saxophonists?,Concave (excavated) chamber
llama3:8b,qg_squadshifts_new_wiki,Early mouthpieces were designed to produce a warm and round sound for classical playing. Among class,Why do some saxophonists use mouthpieces with smaller chambers?,French school of classical saxophone playing
llama3:8b,qg_squadshifts_new_wiki,Early mouthpieces were designed to produce a warm and round sound for classical playing. Among class,What type of mouthpiece produces a bright sound with maximum projection?,High baffle mouthpiece
llama3:8b,qg_squadshifts_new_wiki,Early mouthpieces were designed to produce a warm and round sound for classical playing. Among class,Why do many saxophonists have multiple mouthpieces?,To suit different styles
llama3:8b,qg_squadshifts_new_wiki,The History of the United States (1980–1991) illustrates that this was a time when there was economi,What percentage of big city budgets were accounted for by federal funds in 1980?,22%
llama3:8b,qg_squadshifts_new_wiki,The History of the United States (1980–1991) illustrates that this was a time when there was economi,In what year did federal spending to support local governments decrease by 60%?,1989
llama3:8b,qg_squadshifts_new_wiki,The History of the United States (1980–1991) illustrates that this was a time when there was economi,What proportion of urban revenue was accounted for by similar aid in 1989?,6%
llama3:8b,qg_squadshifts_new_wiki,The History of the United States (1980–1991) illustrates that this was a time when there was economi,When did chronic homelessness become a societal problem?,1991
llama3:8b,qg_squadshifts_new_wiki,The History of the United States (1980–1991) illustrates that this was a time when there was economi,What event led to widespread and unprecedented homelessness?,"Economic distress, high unemployment"
llama3:8b,qg_squadshifts_new_wiki,In early twentieth century America a response to the centralization of economic wealth and political,What was a response to centralization of economic wealth and political power in early twentieth century America?,A decentralist movement
llama3:8b,qg_squadshifts_new_wiki,In early twentieth century America a response to the centralization of economic wealth and political,Who were attracted to the decentralist movement?,"Southern Agrarians like Robert Penn Warren, as well as journalist Herbert Agar"
llama3:8b,qg_squadshifts_new_wiki,In early twentieth century America a response to the centralization of economic wealth and political,What was promoted by the decentralist movement?,Increased property ownership and a return to small scale living
llama3:8b,qg_squadshifts_new_wiki,In early twentieth century America a response to the centralization of economic wealth and political,"Who identified with social, economic, and often political decentralism in ensuing years?","Ralph Borsodi, Wendell Berry, Paul Goodman, Carl Oglesby, Karl Hess, Donald Livingston, Kirkpatrick Sale, Murray Bookchin, Dorothy Day, Senator Mark O. Hatfield, Mildred J. Loomis and Bill Kauffman"
llama3:8b,qg_squadshifts_new_wiki,In early twentieth century America a response to the centralization of economic wealth and political,Who wrote the book 'Human Scale'?,Kirkpatrick Sale
llama3:8b,qg_squadshifts_new_wiki,"Marxist–Leninist cultural policy focuses upon modernisation and distancing society from: the past, t",What does Marxist-Leninist cultural policy focus on?,"modernisation, distancing society from the past, the bourgeoisie, and the old intelligentsia"
llama3:8b,qg_squadshifts_new_wiki,"Marxist–Leninist cultural policy focuses upon modernisation and distancing society from: the past, t",What are used by the Marxist-Leninist state to educate society with communist values?,Agitprop and various associations and institutions
llama3:8b,qg_squadshifts_new_wiki,"Marxist–Leninist cultural policy focuses upon modernisation and distancing society from: the past, t",What is emphasized in cultural policy in Marxist-Leninist states?,the development of a 'New Man'
llama3:8b,qg_squadshifts_new_wiki,"Marxist–Leninist cultural policy focuses upon modernisation and distancing society from: the past, t",What is the 'New Man' characterized as?,"class conscious, knowledgeable, heroic proletarian person devoted to work and social cohesion"
llama3:8b,qg_squadshifts_new_wiki,"Marxist–Leninist cultural policy focuses upon modernisation and distancing society from: the past, t",What is the opposite of the 'New Man'?,bourgeois individualist
llama3:8b,qg_squadshifts_new_wiki,"Aerospace structure types include launch vehicles, (Atlas, Delta, Titan), missiles (ALCM, Harpoon), ",What are some examples of launch vehicles mentioned in the passage?,"Atlas, Delta, Titan"
llama3:8b,qg_squadshifts_new_wiki,"Aerospace structure types include launch vehicles, (Atlas, Delta, Titan), missiles (ALCM, Harpoon), ",What type of fasteners hold aerospace structures together?,"Welds, rivets, screws and bolts"
llama3:8b,qg_squadshifts_new_wiki,"Aerospace structure types include launch vehicles, (Atlas, Delta, Titan), missiles (ALCM, Harpoon), ",What is an example of a hypersonic vehicle mentioned in the passage?,Space Shuttle
llama3:8b,qg_squadshifts_new_wiki,"Aerospace structure types include launch vehicles, (Atlas, Delta, Titan), missiles (ALCM, Harpoon), ",What are some examples of commercial aircraft mentioned in the passage?,"Boeing 777, MD-11"
llama3:8b,qg_squadshifts_new_wiki,"Aerospace structure types include launch vehicles, (Atlas, Delta, Titan), missiles (ALCM, Harpoon), ",What type of structure is typically used to support the shape of aerospace structures?,Bulkheads and frames
llama3:8b,qg_squadshifts_new_wiki,"The ice hockey stick consists of a long, relatively wide, and slightly curved flat blade, attached t",What are the main parts of an ice hockey stick?,"A long, relatively wide, and slightly curved flat blade, attached to a shaft"
llama3:8b,qg_squadshifts_new_wiki,"The ice hockey stick consists of a long, relatively wide, and slightly curved flat blade, attached t",How does the curve of the stick impact its performance?,It allows for easier puck lifting or backhand shots depending on the depth of the curve
llama3:8b,qg_squadshifts_new_wiki,"The ice hockey stick consists of a long, relatively wide, and slightly curved flat blade, attached t",What type of stick is suitable for stronger players?,A less flexible stick
llama3:8b,qg_squadshifts_new_wiki,"The ice hockey stick consists of a long, relatively wide, and slightly curved flat blade, attached t",What is the main purpose of a hockey stick?,Hitting and controlling the flat puck
llama3:8b,qg_squadshifts_new_wiki,"The ice hockey stick consists of a long, relatively wide, and slightly curved flat blade, attached t",How does the stick's shape contribute to the game?,It contributed to the early development of the game
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Did Puritan settler wives work in fields with their husbands?,Almost never
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Were German and Dutch immigrant women granted more control over property?,Yes
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Could German and Dutch wives own their own clothes and other items?,Yes
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Could single women sue or be sued in the colonial era?,No
llama3:8b,qg_squadshifts_new_wiki,"There were ethnic differences in the treatment of women. Among Puritan settlers in New England, wive",Was divorce almost impossible until the late eighteenth century?,Yes
llama3:8b,qg_squadshifts_new_wiki,"Recently metamodernism, post-postmodernism and the ""death of postmodernism"" have been widely debated",When did Andrew Hoberek note that declarations of postmodernism's demise have become a critical commonplace?,2007
llama3:8b,qg_squadshifts_new_wiki,"Recently metamodernism, post-postmodernism and the ""death of postmodernism"" have been widely debated",What was the title of the special issue of the journal Twentieth Century Literature introduced by Andrew Hoberek?,After Postmodernism
llama3:8b,qg_squadshifts_new_wiki,"Recently metamodernism, post-postmodernism and the ""death of postmodernism"" have been widely debated",Who coined the term 'performatism'?,Raoul Eshelman
llama3:8b,qg_squadshifts_new_wiki,"Recently metamodernism, post-postmodernism and the ""death of postmodernism"" have been widely debated",What was the name of the exhibition held at the Victoria and Albert Museum (London) to document postmodernism as a historical movement?,Postmodernism - Style and Subversion 1970–1990
llama3:8b,qg_squadshifts_new_wiki,"Recently metamodernism, post-postmodernism and the ""death of postmodernism"" have been widely debated",When did the exhibition 'Postmodernism - Style and Subversion 1970–1990' take place at the Victoria and Albert Museum (London)?,24 September 2011 – 15 January 2012
llama3:8b,qg_squadshifts_new_wiki,The seven escapees arranged with the Partisans for the rest of the camp to be freed the following da,How many escapees initially arranged with the Partisans?,Seven
llama3:8b,qg_squadshifts_new_wiki,The seven escapees arranged with the Partisans for the rest of the camp to be freed the following da,What was the total number of escaped prisoners reported to England?,132
llama3:8b,qg_squadshifts_new_wiki,The seven escapees arranged with the Partisans for the rest of the camp to be freed the following da,"Where were the prisoners flown from on September 21, 1944?",Otok airport near Gradac
llama3:8b,qg_squadshifts_new_wiki,The seven escapees arranged with the Partisans for the rest of the camp to be freed the following da,"When did the prisoners reach Semič, Slovenia?",Eventually
llama3:8b,qg_squadshifts_new_wiki,The seven escapees arranged with the Partisans for the rest of the camp to be freed the following da,What happened to the prisoners and escort during a night ambush by German patrols?,Two prisoners and two of the escort were lost
